# Fitted Temperatures:
# Downstream (K): 2388.7	1.3
# Upstream (K): 2374.9	1.4
# 
# Datacolumns:
# wavelength(nm)	US_data	US_fit
7.003354267668780722e+02 1.077865299910997692e+03 1.073300061168271441e+03
7.005978364823523634e+02 1.063995262658000229e+03 1.074768882556007839e+03
7.008602437107364267e+02 1.063580665791753972e+03 1.076237845318319160e+03
7.011226484507702708e+02 1.078066251018446110e+03 1.077706946961812946e+03
7.013850507011941318e+02 1.080310156607773251e+03 1.079176184994997357e+03
7.016474504607480185e+02 1.077630971864117782e+03 1.080645556928298674e+03
7.019098477281718260e+02 1.081859718834717341e+03 1.082115060274052667e+03
7.021722425022057905e+02 1.084895254849066305e+03 1.083584692546539372e+03
7.024346347815902618e+02 1.081277578312888409e+03 1.085054451261965141e+03
7.026970245650652487e+02 1.079588765266312748e+03 1.086524333938487644e+03
7.029594118513712147e+02 1.092423351150563121e+03 1.087994338096216325e+03
7.032217966392482822e+02 1.109880178919998798e+03 1.089464461257219909e+03
7.034841789274369148e+02 1.093284959980963094e+03 1.090934700945539362e+03
7.037465587146774624e+02 1.089270918173054952e+03 1.092405054687195161e+03
7.040089359997106158e+02 1.093599617601418231e+03 1.093875520010188438e+03
7.042713107812762701e+02 1.101402440063432550e+03 1.095346094444513255e+03
7.045336830581155709e+02 1.088944537242351544e+03 1.096816775522174567e+03
7.047960528289687545e+02 1.102876031938251344e+03 1.098287560777175258e+03
7.050584200925766254e+02 1.100593747899316668e+03 1.099758447745539115e+03
7.053207848476795334e+02 1.105503045268002097e+03 1.101229433965314684e+03
7.055831470930183968e+02 1.102392976636362619e+03 1.102700516976583458e+03
7.058455068273335655e+02 1.112861500309610392e+03 1.104171694321466703e+03
7.061078640493666398e+02 1.121672927559549407e+03 1.105642963544134091e+03
7.063702187578575149e+02 1.116032787660125678e+03 1.107114322190803705e+03
7.066325709515475637e+02 1.116254115329490105e+03 1.108585767809771824e+03
7.068949206291774772e+02 1.117221922164223997e+03 1.110057297951387454e+03
7.071572677894882872e+02 1.130395837143769995e+03 1.111528910168091670e+03
7.074196124312210259e+02 1.122784133421389697e+03 1.113000602014403967e+03
7.076819545531166114e+02 1.111740818993681387e+03 1.114472371046937724e+03
7.079442941539160756e+02 1.131631465558660238e+03 1.115944214824411802e+03
7.082066312323605644e+02 1.141061175534804761e+03 1.117416130907643037e+03
7.084689657871914505e+02 1.130083789043977731e+03 1.118888116859575121e+03
7.087312978171497662e+02 1.136421970640793234e+03 1.120360170245266545e+03
7.089936273209763158e+02 1.127058470608129937e+03 1.121832288631907204e+03
7.092559542974130409e+02 1.138392441799239123e+03 1.123304469588828852e+03
7.095182787452009734e+02 1.139207949442281006e+03 1.124776710687501463e+03
7.097806006630813727e+02 1.138731607153255936e+03 1.126249009501550745e+03
7.100429200497959528e+02 1.161309653343987748e+03 1.127721363606762225e+03
7.103052369040857457e+02 1.145396171058120444e+03 1.129193770581081935e+03
7.105675512246924654e+02 1.131968450372301959e+03 1.130666228004636423e+03
7.108298630103577125e+02 1.131976887190961861e+03 1.132138733459731611e+03
7.110921722598229735e+02 1.144592932151643026e+03 1.133611284530853936e+03
7.113544789718297352e+02 1.151857996757519004e+03 1.135083878804689903e+03
7.116167831451198253e+02 1.156919372883264714e+03 1.136556513870131084e+03
7.118790847784347307e+02 1.144860315397651220e+03 1.138029187318270033e+03
7.121413838705167336e+02 1.146518688386220902e+03 1.139501896742420740e+03
7.124036804201069799e+02 1.156556319297370692e+03 1.140974639738115911e+03
7.126659744259472973e+02 1.157086740653940069e+03 1.142447413903117877e+03
7.129282658867800819e+02 1.160428675544501402e+03 1.143920216837427688e+03
7.131905548013469343e+02 1.163834776617056832e+03 1.145393046143289894e+03
7.134528411683899094e+02 1.151909580509132184e+03 1.146865899425196403e+03
7.137151249866508351e+02 1.158002013241964050e+03 1.148338774289892172e+03
7.139774062548718803e+02 1.145398445632056337e+03 1.149811668346394072e+03
7.142396849717953273e+02 1.149591859629219016e+03 1.151284579205982482e+03
7.145019611361626630e+02 1.139536834924876530e+03 1.152757504482218337e+03
7.147642347467167383e+02 1.164698474529865280e+03 1.154230441790943814e+03
7.150265058021992672e+02 1.185256207051321326e+03 1.155703388750287331e+03
7.152887743013528734e+02 1.184144988996883512e+03 1.157176342980686968e+03
7.155510402429196120e+02 1.173544773925169920e+03 1.158649302104867729e+03
7.158133036256419928e+02 1.163457748738544979e+03 1.160122263747873149e+03
7.160755644482622984e+02 1.173279741362432560e+03 1.161595225537063698e+03
7.163378227095230386e+02 1.169208558880923420e+03 1.163068185102118377e+03
7.166000784081664960e+02 1.172139345630436765e+03 1.164541140075048361e+03
7.168623315429351806e+02 1.175031745849935533e+03 1.166014088090195628e+03
7.171245821125719431e+02 1.178901714246758729e+03 1.167487026784249792e+03
7.173868301158192935e+02 1.191272469777101151e+03 1.168959953796247646e+03
7.176490755514196280e+02 1.177529524903155789e+03 1.170432866767578389e+03
7.179113184181157976e+02 1.184216375831943878e+03 1.171905763341989541e+03
7.181735587146506532e+02 1.184579227393261817e+03 1.173378641165604677e+03
7.184357964397665910e+02 1.187932419922321287e+03 1.174851497886906373e+03
7.186980315922066893e+02 1.195499181391816592e+03 1.176324331156774633e+03
7.189602641707140265e+02 1.173545190744888259e+03 1.177797138628458697e+03
7.192224941740311124e+02 1.189182457185276007e+03 1.179269917957608413e+03
7.194847216009009117e+02 1.195982233631818872e+03 1.180742666802269468e+03
7.197469464500665026e+02 1.188178407938153214e+03 1.182215382822891343e+03
7.200091687202713047e+02 1.184715764233399796e+03 1.183688063682336633e+03
7.202713884102578277e+02 1.195103586871711968e+03 1.185160707045876052e+03
7.205336055187691500e+02 1.192745693930949074e+03 1.186633310581210935e+03
7.207958200445488046e+02 1.198258113560031688e+03 1.188105871958463695e+03
7.210580319863398699e+02 1.181661585397053159e+03 1.189578388850195324e+03
7.213202413428856516e+02 1.201093221628563469e+03 1.191050858931406992e+03
7.215824481129294554e+02 1.197731681467683302e+03 1.192523279879544589e+03
7.218446522952143596e+02 1.202612062704053187e+03 1.193995649374499635e+03
7.221068538884840109e+02 1.196096121058970084e+03 1.195467965098629975e+03
7.223690528914817151e+02 1.195505162357989093e+03 1.196940224736750906e+03
7.226312493029510051e+02 1.209343237633996296e+03 1.198412425976149279e+03
7.228934431216353005e+02 1.209620196349171238e+03 1.199884566506583496e+03
7.231556343462782479e+02 1.193324295524536183e+03 1.201356644020295562e+03
7.234178229756234941e+02 1.194225741870039201e+03 1.202828656212013129e+03
7.236800090084143449e+02 1.219371855048876114e+03 1.204300600778952457e+03
7.239421924433947879e+02 1.203917080464374749e+03 1.205772475420830006e+03
7.242043732793085837e+02 1.208407071857046049e+03 1.207244277839864708e+03
7.244665515148993791e+02 1.218314504774656371e+03 1.208716005740780020e+03
7.247287271489108207e+02 1.204705610654636303e+03 1.210187656830818923e+03
7.249909001800871238e+02 1.194669894160768308e+03 1.211659228819740974e+03
7.252530706071721625e+02 1.215766165675500588e+03 1.213130719419830257e+03
7.255152384289096972e+02 1.213145551035233211e+03 1.214602126345902434e+03
7.257774036440436021e+02 1.210107505687831235e+03 1.216073447315303838e+03
7.260395662513184334e+02 1.227006933640715488e+03 1.217544680047932388e+03
7.263017262494777242e+02 1.208400645003808449e+03 1.219015822266220766e+03
7.265638836372659171e+02 1.210250060996998400e+03 1.220486871695160517e+03
7.268260384134267724e+02 1.208546010281778990e+03 1.221957826062295453e+03
7.270881905767049602e+02 1.211286197723664145e+03 1.223428683097737121e+03
7.273503401258446956e+02 1.233765398616385028e+03 1.224899440534164114e+03
7.276124870595901939e+02 1.216825301744898297e+03 1.226370096106822302e+03
7.278746313766856701e+02 1.208594946053934336e+03 1.227840647553537792e+03
7.281367730758756807e+02 1.233601840625005252e+03 1.229311092614723066e+03
7.283989121559044406e+02 1.240120563360741926e+03 1.230781429033373797e+03
7.286610486155169610e+02 1.230841109920919280e+03 1.232251654555083860e+03
7.289231824534570023e+02 1.238278094900500719e+03 1.233721766928039870e+03
7.291853136684696892e+02 1.239209602550255795e+03 1.235191763903038918e+03
7.294474422592994642e+02 1.225579116876788703e+03 1.236661643233479708e+03
7.297095682246911110e+02 1.240984477847789776e+03 1.238131402675379604e+03
7.299716915633891858e+02 1.226063265420393691e+03 1.239601039987370541e+03
7.302338122741382449e+02 1.234677591190346902e+03 1.241070552930705617e+03
7.304959303556835266e+02 1.231099046302204215e+03 1.242539939269274555e+03
7.307580458067695872e+02 1.235755865660762765e+03 1.244009196769595292e+03
7.310201586261413240e+02 1.246771260939941840e+03 1.245478323200821933e+03
7.312822688125436343e+02 1.238542312855295904e+03 1.246947316334749758e+03
7.315443763647215292e+02 1.243720354158543387e+03 1.248416173945827950e+03
7.318064812814203606e+02 1.233044602668595871e+03 1.249884893811156871e+03
7.320685835613845711e+02 1.242234343140287820e+03 1.251353473710486014e+03
7.323306832033597402e+02 1.254436421722295336e+03 1.252821911426238557e+03
7.325927802060905378e+02 1.235341294062938687e+03 1.254290204743493859e+03
7.328548745683227708e+02 1.243782423472296614e+03 1.255758351450006103e+03
7.331169662888012226e+02 1.253745275256249442e+03 1.257226349336206567e+03
7.333790553662715865e+02 1.249436393273237400e+03 1.258694196195209997e+03
7.336411417994785324e+02 1.270240773524602218e+03 1.260161889822802550e+03
7.339032255871680945e+02 1.257158576529348238e+03 1.261629428017474083e+03
7.341653067280852838e+02 1.261856883618829897e+03 1.263096808580402694e+03
7.344273852209760207e+02 1.259691701449542279e+03 1.264564029315466541e+03
7.346894610645850889e+02 1.264625296007125144e+03 1.266031088029244302e+03
7.349515342576586363e+02 1.274536520437687614e+03 1.267497982531021535e+03
7.352136047989422423e+02 1.271314929216220889e+03 1.268964710632801598e+03
7.354756726871812589e+02 1.273352911420595547e+03 1.270431270149293823e+03
7.357377379211214929e+02 1.281828806796009758e+03 1.271897658897938527e+03
7.359998004995087513e+02 1.286431554901998197e+03 1.273363874698894733e+03
7.362618604210887270e+02 1.286746106315510133e+03 1.274829915375050405e+03
7.365239176846072269e+02 1.270393548481626567e+03 1.276295778752031083e+03
7.367859722888103988e+02 1.288407665953934611e+03 1.277761462658193977e+03
7.370480242324435949e+02 1.280465729457865336e+03 1.279226964924644108e+03
7.373100735142535314e+02 1.293259306728980846e+03 1.280692283385228620e+03
7.375721201329854466e+02 1.286903994543377621e+03 1.282157415876548157e+03
7.378341640873857159e+02 1.309746407300017836e+03 1.283622360237950943e+03
7.380962053762006008e+02 1.305915307875522331e+03 1.285087114311555524e+03
7.383582439981763628e+02 1.296695442812469082e+03 1.286551675942233487e+03
7.386202799520585813e+02 1.298278077837369892e+03 1.288016042977621510e+03
7.388823132365942001e+02 1.302004548715108285e+03 1.289480213268139096e+03
7.391443438505289123e+02 1.311248437997774317e+03 1.290944184666967658e+03
7.394063717926093204e+02 1.311838960903241741e+03 1.292407955030072117e+03
7.396683970615817998e+02 1.321170268485996758e+03 1.293871522216200901e+03
7.399304196561927256e+02 1.310548678139319463e+03 1.295334884086891407e+03
7.401924395751885868e+02 1.299865723615713250e+03 1.296798038506463172e+03
7.404544568173158723e+02 1.296943217499498587e+03 1.298260983342041300e+03
7.407164713813210710e+02 1.310573005634615811e+03 1.299723716463540995e+03
7.409784832659508993e+02 1.312899312683849985e+03 1.301186235743683028e+03
7.412404924699519597e+02 1.313658119186538897e+03 1.302648539057989638e+03
7.415024989920709686e+02 1.323143496737788382e+03 1.304110624284800451e+03
7.417645028310544149e+02 1.321344817267700819e+03 1.305572489305263389e+03
7.420265039856495832e+02 1.328411246518821144e+03 1.307034132003344666e+03
7.422885024546028490e+02 1.322822804599695928e+03 1.308495550265828797e+03
7.425504982366613831e+02 1.315425619916052028e+03 1.309956741982333824e+03
7.428124913305719019e+02 1.317188404890500124e+03 1.311417705045293133e+03
7.430744817350815765e+02 1.326313107312238344e+03 1.312878437349984779e+03
7.433364694489370095e+02 1.329474393598981806e+03 1.314338936794508527e+03
7.435984544708859403e+02 1.332186162148993390e+03 1.315799201279818590e+03
7.438604367996748579e+02 1.335350254578537033e+03 1.317259228709697709e+03
7.441224164340511606e+02 1.333809864590213465e+03 1.318719016990786713e+03
7.443843933727619060e+02 1.344913412082267087e+03 1.320178564032566328e+03
7.446463676145548334e+02 1.364169146753976747e+03 1.321637867747376276e+03
7.449083391581766591e+02 1.322972635462787821e+03 1.323096926050412549e+03
7.451703080023748953e+02 1.331841876563962842e+03 1.324555736859728995e+03
7.454322741458970540e+02 1.344208887611900082e+03 1.326014298096245057e+03
7.456942375874903064e+02 1.325276246609172404e+03 1.327472607683740080e+03
7.459561983259026192e+02 1.351286335851217245e+03 1.328930663548877646e+03
7.462181563598809362e+02 1.355383032395507371e+03 1.330388463621182154e+03
7.464801116881731105e+02 1.339612281140430014e+03 1.331846005833056552e+03
7.467420643095266541e+02 1.337983308696584800e+03 1.333303288119792796e+03
7.470040142226895341e+02 1.350011205448871351e+03 1.334760308419556850e+03
7.472659614264090351e+02 1.345068793275246207e+03 1.336217064673403684e+03
7.475279059194331239e+02 1.347590527562188981e+03 1.337673554825278416e+03
7.477898477005096538e+02 1.354074840051402361e+03 1.339129776822018812e+03
7.480517867683863642e+02 1.350965522242147244e+03 1.340585728613365745e+03
7.483137231218112220e+02 1.354955163123524244e+03 1.342041408151947280e+03
7.485756567595321940e+02 1.338935664704868714e+03 1.343496813393301181e+03
7.488375876802970197e+02 1.363676290302744974e+03 1.344951942295867639e+03
7.490995158828541207e+02 1.350991508000518706e+03 1.346406792821002227e+03
7.493614413659514639e+02 1.363377754672204901e+03 1.347861362932963630e+03
7.496233641283370162e+02 1.370878864860514796e+03 1.349315650598927277e+03
7.498852841687588580e+02 1.363252837417185901e+03 1.350769653788986261e+03
7.501472014859656383e+02 1.377369093807966010e+03 1.352223370476162245e+03
7.504091160787052104e+02 1.377900605035156104e+03 1.353676798636389549e+03
7.506710279457261095e+02 1.362383697725585307e+03 1.355129936248531976e+03
7.509329370857768708e+02 1.375890287317675757e+03 1.356582781294385086e+03
7.511948434976055751e+02 1.359426573713948756e+03 1.358035331758678012e+03
7.514567471799606437e+02 1.372580560479792666e+03 1.359487585629066416e+03
7.517186481315909532e+02 1.376785329070992930e+03 1.360939540896154540e+03
7.519805463512446977e+02 1.373853436145083833e+03 1.362391195553481111e+03
7.522424418376707536e+02 1.373648391064658426e+03 1.363842547597527982e+03
7.525043345896174287e+02 1.376222482863274308e+03 1.365293595027729907e+03
7.527662246058337132e+02 1.385406016438619645e+03 1.366744335846458853e+03
7.530281118850682560e+02 1.371135480321636351e+03 1.368194768059052194e+03
7.532899964260698198e+02 1.369324672935299759e+03 1.369644889673790658e+03
7.535518782275872809e+02 1.375657879034921052e+03 1.371094698701919469e+03
7.538137572883695157e+02 1.374532188717126473e+03 1.372544193157638801e+03
7.540756336071652868e+02 1.393103485521248558e+03 1.373993371058109915e+03
7.543375071827236980e+02 1.381996905450448139e+03 1.375442230423466754e+03
7.545993780137940803e+02 1.394046413551595833e+03 1.376890769276803667e+03
7.548612460991251965e+02 1.380357121496800119e+03 1.378338985644188142e+03
7.551231114374659228e+02 1.390168186906036908e+03 1.379786877554655575e+03
7.553849740275659315e+02 1.376111662909979714e+03 1.381234443040221322e+03
7.556468338681742125e+02 1.375280927655813230e+03 1.382681680135879787e+03
7.559086909580398697e+02 1.378644823741356277e+03 1.384128586879598515e+03
7.561705452959124614e+02 1.384367558300783458e+03 1.385575161312336149e+03
7.564323968805413188e+02 1.366048404880541511e+03 1.387021401478028338e+03
7.566942457106753182e+02 1.383498377518297502e+03 1.388467305423598646e+03
7.569560917850649275e+02 1.376270098498433072e+03 1.389912871198970606e+03
7.572179351024589096e+02 1.392537221613630209e+03 1.391358096857046348e+03
7.574797756616065953e+02 1.365323460608836058e+03 1.392802980453724786e+03
7.577416134612584528e+02 1.393525542547185978e+03 1.394247520047913213e+03
7.580034485001633584e+02 1.399115275838977141e+03 1.395691713701498202e+03
7.582652807770714389e+02 1.377027067521045410e+03 1.397135559479388121e+03
7.585271102907321392e+02 1.401299438797717130e+03 1.398579055449477892e+03
7.587889370398955862e+02 1.394976003433447431e+03 1.400022199682677638e+03
7.590507610233112246e+02 1.395691605699914817e+03 1.401464990252902908e+03
7.593125822397291813e+02 1.393578044958537021e+03 1.402907425237076950e+03
7.595744006878992423e+02 1.402305109561781137e+03 1.404349502715135941e+03
7.598362163665715343e+02 1.390438294345467511e+03 1.405791220770033760e+03
7.600980292744961844e+02 1.388210351223422776e+03 1.407232577487737217e+03
7.603598394104229783e+02 1.394628738301279554e+03 1.408673570957230595e+03
7.606216467731021567e+02 1.391495389251746928e+03 1.410114199270522704e+03
7.608834513612837327e+02 1.398774816364342314e+03 1.411554460522637783e+03
7.611452531737184017e+02 1.410657828413901825e+03 1.412994352811634144e+03
7.614070522091558360e+02 1.414855578191691848e+03 1.414433874238587578e+03
7.616688484663466170e+02 1.415042446747943814e+03 1.415873022907607265e+03
7.619306419440414402e+02 1.399907122377284850e+03 1.417311796925833505e+03
7.621924326409902051e+02 1.445849922437971600e+03 1.418750194403436126e+03
7.624542205559433796e+02 1.404509032334834501e+03 1.420188213453617891e+03
7.627160056876520002e+02 1.426370907960080331e+03 1.421625852192621551e+03
7.629777880348659664e+02 1.407254268076945891e+03 1.423063108739728705e+03
7.632395675963363146e+02 1.438142636058684047e+03 1.424499981217254117e+03
7.635013443708137402e+02 1.439796777370715972e+03 1.425936467750561860e+03
7.637631183570484836e+02 1.409860820391588732e+03 1.427372566468054401e+03
7.640248895537915814e+02 1.420039019198770575e+03 1.428808275501179651e+03
7.642866579597940699e+02 1.412747480807572401e+03 1.430243592984437555e+03
7.645484235738065308e+02 1.427885912566668594e+03 1.431678517055371458e+03
7.648101863945798868e+02 1.427154746386424677e+03 1.433113045854575375e+03
7.650719464208649470e+02 1.452343285778344580e+03 1.434547177525700363e+03
7.653337036514128613e+02 1.431239658771042969e+03 1.435980910215442918e+03
7.655954580849746662e+02 1.428884349432128602e+03 1.437414242073566356e+03
7.658572097203015119e+02 1.437563894649646727e+03 1.438847171252879434e+03
7.661189585561444346e+02 1.417312880928651566e+03 1.440279695909259090e+03
7.663807045912546982e+02 1.437058754769350799e+03 1.441711814201636571e+03
7.666424478243833391e+02 1.433488991462776994e+03 1.443143524292007669e+03
7.669041882542819621e+02 1.431341673043216133e+03 1.444574824345431125e+03
7.671659258797014900e+02 1.441567061979723803e+03 1.446005712530028859e+03
7.674276606993937548e+02 1.426892886137591404e+03 1.447436187016994609e+03
7.676893927121100205e+02 1.439654597638625773e+03 1.448866245980582789e+03
7.679511219166015508e+02 1.459708274631925178e+03 1.450295887598123727e+03
7.682128483116198367e+02 1.446426312370159167e+03 1.451725110050013200e+03
7.684745718959170517e+02 1.438937686643987945e+03 1.453153911519727444e+03
7.687362926682441184e+02 1.460916066913775921e+03 1.454582290193804511e+03
7.689980106273534375e+02 1.476279237368992881e+03 1.456010244261872685e+03
7.692597257719959316e+02 1.455481612364079638e+03 1.457437771916619795e+03
7.695214381009240014e+02 1.454433447903753859e+03 1.458864871353825038e+03
7.697831476128891381e+02 1.466660889707846763e+03 1.460291540772343069e+03
7.700448543066432876e+02 1.469190062734059893e+03 1.461717778374105592e+03
7.703065581809386231e+02 1.461318459382538549e+03 1.463143582364129543e+03
7.705682592345266357e+02 1.461219961196262830e+03 1.464568950950515045e+03
7.708299574661594988e+02 1.465974340887427161e+03 1.465993882344441317e+03
7.710916528745896130e+02 1.463003332759219347e+03 1.467418374760183951e+03
7.713533454585685831e+02 1.457444768719980630e+03 1.468842426415093769e+03
7.716150352168492645e+02 1.467109476250926491e+03 1.470266035529618421e+03
7.718767221481831484e+02 1.471091659160719928e+03 1.471689200327289427e+03
7.721384062513227491e+02 1.486489104639767902e+03 1.473111919034731045e+03
7.724000875250205809e+02 1.475145219937261118e+03 1.474534189881656857e+03
7.726617659680289307e+02 1.486869537334127472e+03 1.475956011100876822e+03
7.729234415790999719e+02 1.474852063916788438e+03 1.477377380928289540e+03
7.731851143569866736e+02 1.473060995860232879e+03 1.478798297602894763e+03
7.734467843004407541e+02 1.487900805493208281e+03 1.480218759366780205e+03
7.737084514082156375e+02 1.489057530617664725e+03 1.481638764465137911e+03
7.739701156790634968e+02 1.493499258713817426e+03 1.483058311146254027e+03
7.742317771117368466e+02 1.499756877966967750e+03 1.484477397661512214e+03
7.744934357049887694e+02 1.467129394318593086e+03 1.485896022265402280e+03
7.747550914575716661e+02 1.499762535931962248e+03 1.487314183215506091e+03
7.750167443682387329e+02 1.484712729402898731e+03 1.488731878772517121e+03
7.752783944357423707e+02 1.485041881530473574e+03 1.490149107200221124e+03
7.755400416588360031e+02 1.507154299299677405e+03 1.491565866765516148e+03
7.758016860362722582e+02 1.504388646038886918e+03 1.492982155738400934e+03
7.760633275668042188e+02 1.504870260286385701e+03 1.494397972391980829e+03
7.763249662491848540e+02 1.502478209373098480e+03 1.495813315002461877e+03
7.765866020821673601e+02 1.507479442016125176e+03 1.497228181849168323e+03
7.768482350645050474e+02 1.517600215591180586e+03 1.498642571214526242e+03
7.771098651949509986e+02 1.523861457206058503e+03 1.500056481384064000e+03
7.773714924722581827e+02 1.506191386825247946e+03 1.501469910646431345e+03
7.776331168951805921e+02 1.494233705868889729e+03 1.502882857293381903e+03
7.778947384624707411e+02 1.517476655448266911e+03 1.504295319619778866e+03
7.781563571728828492e+02 1.502344974215207685e+03 1.505707295923604306e+03
7.784179730251696583e+02 1.497138499066458735e+03 1.507118784505940994e+03
7.786795860180852742e+02 1.517758958604067629e+03 1.508529783670998086e+03
7.789411961503828934e+02 1.518225937069812289e+03 1.509940291726088617e+03
7.792028034208161671e+02 1.512510772755564631e+03 1.511350306981644508e+03
7.794644078281389739e+02 1.525007192415681629e+03 1.512759827751212697e+03
7.797260093711047375e+02 1.513420170935380838e+03 1.514168852351453779e+03
7.799876080484673366e+02 1.512831381665010667e+03 1.515577379102148370e+03
7.802492038589807635e+02 1.521358974791663513e+03 1.516985406326188695e+03
7.805107968013985555e+02 1.516162543871767639e+03 1.518392932349587909e+03
7.807723868744748188e+02 1.510412816381971879e+03 1.519799955501479644e+03
7.810339740769636592e+02 1.519972863088178656e+03 1.521206474114110051e+03
7.812955584076185005e+02 1.516014739276916316e+03 1.522612486522846893e+03
7.815571398651942445e+02 1.528286999067893021e+03 1.524017991066180684e+03
7.818187184484442014e+02 1.530607714828415283e+03 1.525422986085715365e+03
7.820802941561230455e+02 1.528486639848446885e+03 1.526827469926183539e+03
7.823418669869848827e+02 1.541738392752977916e+03 1.528231440935433284e+03
7.826034369397840464e+02 1.530405082094896443e+03 1.529634897464433834e+03
7.828650040132745289e+02 1.508198150053168547e+03 1.531037837867276494e+03
7.831265682062111182e+02 1.540547576366372141e+03 1.532440260501178727e+03
7.833881295173478065e+02 1.534933585618621009e+03 1.533842163726474837e+03
7.836496879454394957e+02 1.549728416513980847e+03 1.535243545906627105e+03
7.839112434892404053e+02 1.555626520925229897e+03 1.536644405408218290e+03
7.841727961475052098e+02 1.544918013279867409e+03 1.538044740600952537e+03
7.844343459189884697e+02 1.529323736549722980e+03 1.539444549857662878e+03
7.846958928024448596e+02 1.539912729456514398e+03 1.540843831554303961e+03
7.849574367966290538e+02 1.552946439537812466e+03 1.542242584069951818e+03
7.852189779002958403e+02 1.557644695882273481e+03 1.543640805786814781e+03
7.854805161122004620e+02 1.568466734488432394e+03 1.545038495090218703e+03
7.857420514310972521e+02 1.567850306107587130e+03 1.546435650368618781e+03
7.860035838557411125e+02 1.529957670847975578e+03 1.547832270013591142e+03
7.862651133848875133e+02 1.551634142990426881e+03 1.549228352419845351e+03
7.865266400172910153e+02 1.551289737437418580e+03 1.550623895985208492e+03
7.867881637517069748e+02 1.536696283832078507e+03 1.552018899110636539e+03
7.870496845868904074e+02 1.565773053062511963e+03 1.553413360200213674e+03
7.873112025215965559e+02 1.566819554404681185e+03 1.554807277661146145e+03
7.875727175545803220e+02 1.547185687091225645e+03 1.556200649903768408e+03
7.878342296845975170e+02 1.542151459853718734e+03 1.557593475341545172e+03
7.880957389104032700e+02 1.569962167834468573e+03 1.558985752391060259e+03
7.883572452307527101e+02 1.543824919128720921e+03 1.560377479472027062e+03
7.886187486444013075e+02 1.556037351854023882e+03 1.561768655007284679e+03
7.888802491501049872e+02 1.565526989899005002e+03 1.563159277422804280e+03
7.891417467466191056e+02 1.540568533653384293e+03 1.564549345147677286e+03
7.894032414326989056e+02 1.561056949752784931e+03 1.565938856614122187e+03
7.896647332071003120e+02 1.570659260015519976e+03 1.567327810257484543e+03
7.899262220685791362e+02 1.556774607610653220e+03 1.568716204516240168e+03
7.901877080158909621e+02 1.559028877283449674e+03 1.570104037831985806e+03
7.904491910477914871e+02 1.550284621251218141e+03 1.571491308649447546e+03
7.907106711630366362e+02 1.563737275049081973e+03 1.572878015416478092e+03
7.909721483603825618e+02 1.597555993285634031e+03 1.574264156584051989e+03
7.912336226385848477e+02 1.564957879172513458e+03 1.575649730606278126e+03
7.914950939963994188e+02 1.554569155865402308e+03 1.577034735940379960e+03
7.917565624325826548e+02 1.580108532251545739e+03 1.578419171046719612e+03
7.920180279458907080e+02 1.565108755625447202e+03 1.579803034388774904e+03
7.922794905350793897e+02 1.571587341263261578e+03 1.581186324433151412e+03
7.925409501989051932e+02 1.576068186858144145e+03 1.582569039649584056e+03
7.928024069361242709e+02 1.541847958205753230e+03 1.583951178510926866e+03
7.930638607454930025e+02 1.575358532562824621e+03 1.585332739493164354e+03
7.933253116257675401e+02 1.566169132045894003e+03 1.586713721075398553e+03
7.935867595757043773e+02 1.576428510677037139e+03 1.588094121739861521e+03
7.938482045940602347e+02 1.566960088214121924e+03 1.589473939971909431e+03
7.941096466795914921e+02 1.562929630976813087e+03 1.590853174260022342e+03
7.943710858310543017e+02 1.576748173435282524e+03 1.592231823095794653e+03
7.946325220472059527e+02 1.575835547778629689e+03 1.593609884973955786e+03
7.948939553268027112e+02 1.576156550380563885e+03 1.594987358392354736e+03
7.951553856686012978e+02 1.573541262112251388e+03 1.596364241851958013e+03
7.954168130713586606e+02 1.601048049046531332e+03 1.597740533856861703e+03
7.956782375338315205e+02 1.559959520554070878e+03 1.599116232914274406e+03
7.959396590547771666e+02 1.579740160738383338e+03 1.600491337534539070e+03
7.962010776329518649e+02 1.576085437879980645e+03 1.601865846231103887e+03
7.964624932671127908e+02 1.560568562830196242e+03 1.603239757520548892e+03
7.967239059560172336e+02 1.598878317455190654e+03 1.604613069922571412e+03
7.969853156984221414e+02 1.593508878240310423e+03 1.605985781959985843e+03
7.972467224930848033e+02 1.571805367175839137e+03 1.607357892158730692e+03
7.975081263387620538e+02 1.605200232511193008e+03 1.608729399047856305e+03
7.977695272342112958e+02 1.582859978233430866e+03 1.610100301159536912e+03
7.980309251781901594e+02 1.611026289180990943e+03 1.611470597029065175e+03
7.982923201694554791e+02 1.595463625491279572e+03 1.612840285194843773e+03
7.985537122067651126e+02 1.599273284958832619e+03 1.614209364198400635e+03
7.988151012888761215e+02 1.580429206206222261e+03 1.615577832584373027e+03
7.990764874145462500e+02 1.610014070734633378e+03 1.616945688900518235e+03
7.993378705825329007e+02 1.578996212653099747e+03 1.618312931697705380e+03
7.995992507915941587e+02 1.583660922407150110e+03 1.619679559529922017e+03
7.998606280404868585e+02 1.596741290243365029e+03 1.621045570954262075e+03
8.001220023279695397e+02 1.598263289208081687e+03 1.622410964530942920e+03
